year,co2,ch4,temp
-80033,,605.5,
-80262,,616.7,
-80468,,616.3333333,
-80689,,622.3,
-80916,,629.3333333,
-81116,,631.3,
-81326,,559.7,
-81561,,514.6,
-81788,,485.3333333,
-82022,,465.0,
-82275,,464.0,
-82511,,444.7,
-82751,,450.3333333,
-82999,,442.8,
-83254,,452.3333333,
-83491,,454.1,
-83816,,429.2,
-83996,,425.2,
-84258,,468.0,-59.73
-84521,,428.5,
-84776,,448.0,
-85054,,445.6,
-85389,,479.6666667,
-85664,,506.5,
-85950,,502.3333333,
-86250,,507.8,
-86558,,500.8666667,
-86828,,494.3,
-87111,,493.6666667,-60.79
-87372,,475.8,
-87631,,463.3333333,
-88164,,445.0,-59.96
-88449,,447.3,
-88743,,460.6666667,
-89012,,436.6,
-89288,,432.3,
-89601,,447.5,
-89846,,447.3333333,
-90113,,436.9,
-90396,,437.3333333,
-90662,,441.9,
-90941,,439.0,
-91481,,435.6666667,
-91732,,442.1,
-91990,,434.0,
-92247,,453.9,
-92506,,436.3333333,
-92751,,452.6,
-93013,,442.0,
-93285,,434.9,
-93537,,453.0,
-93808,,464.2,
-94070,,485.6666667,
-94348,,478.9,
-94607,,495.0,
-94876,,501.1,
-95134,,491.0,
-95396,,487.4,
-95672,,504.6666667,
-95934,,506.0,
-96194,,511.3333333,
-96443,,512.0,
-96715,,523.6666667,
-96992,,526.2,
-97272,,525.8,
-97542,,525.1,
-97805,,530.3333333,
-98074,,529.5,
-98378,,547.0,
-98669,,537.4,
-98948,,547.0,
-99219,,538.0,
-99481,,542.3333333,
-99740,,510.9,
-100072,,490.8,
-100294,,508.9,
-100592,,472.3333333,
-100892,,469.5,
-101206,,498.3333333,
-101508,,515.4,
-101837,,559.0,
-102154,,573.3,
-102469,,581.3333333,
-102773,,602.0,
-103084,,595.8,
-103414,,572.0,
-103749,,617.6666667,
-104041,,601.4,
-104325,,595.3333333,
-104597,,590.5,
-104898,,483.0,
-105207,,444.8,
-105530,,460.0,
-105868,,464.0,
-106234,,474.7,
-106626,,485.6,
-107011,,507.6666667,
-107360,,495.1,
-107698,,508.6666667,
-108043,,502.4,
-108380,,504.6666667,
-108719,,491.7,
-109032,,496.3333333,
-109359,,472.7,
-109699,,474.3,
-110035,,455.5,
-110360,,455.0,
-110683,,463.55,
-111002,,466.6666667,
-111383,,451.0,
-111646,,470.6666667,
-111937,,470.7,
-112506,,473.1,
-112778,,473.6,
-113052,,472.2,
-113315,,501.3333333,
-113586,,496.0,
-113862,,501.0,
-114122,,495.1,
-114388,,504.3333333,
-114649,,528.0,
-114892,,543.6666667,
-115145,,533.3,
-115390,,546.2,-54.16
-115865,,548.0,
-116085,,544.7,
-116319,,578.6666667,
-116559,,565.4,
-116793,,577.6666667,
-117013,,578.5,
-117290,,590.6666667,
-117462,,566.5,
-117679,,571.2,
-117891,,566.4,
-118119,,575.6666667,
-118323,,567.8,
-118546,,590.6666667,
-118763,,613.3,
-118964,,598.0,
-119173,,600.8,
-119384,,613.0,
-119586,,609.8,
-119791,,603.2,
-119997,,608.7,
-120210,,607.3333333,
-120406,,608.4,
-120605,,599.0,
-120817,,606.5,
-121052,,606.8333333,
-121231,,608.3,
-121438,,615.0,
-121639,,616.3,
-121850,,611.1,
-122048,,613.5,
-122243,,621.3333333,
-122439,,621.8,
-122703,,632.0,
-122872,,626.6,
-123070,,641.6666667,
-123274,,642.2,
-123486,,646.6666667,
-123683,,655.7,
-123914,,657.875,
-124108,,650.2,
-124321,,659.6666667,
-124536,,639.7,
-124728,,651.3333333,
-124905,,650.4,
-125080,,646.0,
-125277,,670.3,
-125471,,677.0,
-125646,,681.1,
-125687,,678.8,
-125823,,692.1,-51.25
-125982,,706.0,
-126158,,715.0,
-126320,,703.6,
-126472,,722.3333333,
-126635,,725.5,
-126800,,644.0,
-126971,,534.5,-50.62
-127147,,536.6666667,
-127323,,551.5,
-127494,,550.7,
-127678,,531.0,
-127856,,515.0,
-128060,,512.1,
-128283,,499.3333333,
-128459,,521.2,
-128689,,518.0,
-128924,,487.1,
-129162,,493.0,
-129401,,494.1,
-129674,,479.2,
-129955,,455.8,
-130257,,461.3333333,
-130596,,461.7,
-130925,,460.3333333,
-131289,,448.8,
-131653,,506.3333333,
-132034,,427.5,
-132438,,436.3333333,
-132850,,415.1,
-133351,,403.6,
-133852,,381.5,
-134422,,408.6666667,
-134855,,375.0,
-135574,,394.6666667,
-135868,,394.9,
-136501,,405.6666667,
-136919,,367.6,
-137455,,432.3333333,
-138021,,357.7,
-138567,,342.4,
-139124,,349.1,
-139667,,359.0,
-140216,,368.1,
-140827,,375.3333333,
-141259,,385.1,
-141848,,401.3333333,
-142352,,400.875,
-142883,,375.3333333,
-143448,,390.9,
-144078,,402.3,
-144482,,409.8,
-145097,,421.0,
-145559,,423.4,
-146084,,470.6666667,
-146632,,427.8,
-147240,,432.6666667,
-147685,,441.2,
-148176,,404.3333333,
-148698,,400.1,
-149233,,432.2,
-149764,,422.0,
-150410,,425.6666667,
-150831,,413.0,
-151388,,401.5,
-151972,,402.6,
-152514,,393.3333333,
-153071,,384.5,
-153614,,406.6666667,
-154208,,399.2,
-154832,,421.7,
-155480,,400.2,
-156047,,410.0,
-156569,,407.2,
-157047,,440.0,
-157526,,406.9,
-158058,,415.3333333,
-158660,,410.1,
-159388,,423.6666667,
-159839,,413.0,
-160371,,442.0,
-160896,,410.9,
-161415,,417.0,
-162023,,392.9,
-162599,,383.5,
-163198,,423.8,
-163782,,433.0,
-164359,,449.3,
-164956,,479.3333333,
-165539,,495.3,
-166061,,495.9,
-166542,,444.9,
-167050,,478.0,
-167602,,442.3,
-168213,,447.5,
-168816,,484.2,
-169396,,480.0,
-170480,,433.0,
-171188,,455.9,
-171683,,427.3,
-172236,,457.3,
-172788,,471.3333333,
-173390,,466.1,
-174079,,499.0,
-174724,,546.8,
-175301,,550.3333333,
-175827,,541.6,
-176470,,479.3333333,
-176969,,482.5,
-177626,,451.9,
-178269,,489.9,
-179069,,496.3333333,
-179614,,495.9,
-180323,,527.6666667,
-180964,,529.9,
-181766,,532.0,
-182257,,513.9,
-182905,,475.6666667,
-183592,,458.7,
-184255,,447.2,
-184962,,436.5,
-185465,,446.0,
-185981,,461.85,
-186546,,425.0,
-187072,,423.3,
-187650,,432.3333333,
-188309,,470.0,
-189120,,471.0,
-189652,,495.5,
-190150,,511.9,
-190741,,502.8,
-191329,,493.3333333,
-191965,,472.1,
-192550,,487.6666667,
-193112,,530.1,
-193655,,534.0,
-194154,,548.0,
-194666,,564.3333333,
-195165,,588.8,
-195632,,579.4,
-196085,,598.4,
-196515,,609.3333333,-57.24
-196953,,667.5,
-197400,,627.3333333,
-198398,,539.0,
-198791,,529.7,
-199343,,538.6666667,
-199708,,541.3,
-200213,,466.3,
-200725,,489.4,
-201301,,435.6666667,
-201846,,493.0,
-202401,,462.0,
-202936,,487.7,
-203425,,490.0,
-203931,,505.5,
-204401,,487.0,
-204902,,499.2,
-205390,,512.6,-57.77
-205835,,504.4,
-206403,,515.0,
-206762,,511.0,
-207202,,532.3333333,
-207662,,547.9,
-208103,,565.3333333,
-208528,,558.3,
-208954,,579.3333333,
-209400,,593.2,
-209851,,576.7,
-210311,,583.0,
-210742,,585.6666667,
-211179,,573.2,
-211638,,573.6666667,
-212102,,590.7,
-212568,,561.3333333,
-213015,,568.6,
-213480,,505.6666667,
-213964,,456.9,
-214452,,479.8,
-214989,,454.4,
-215216,,443.1,
-215456,,451.9,
-215691,,445.3,
-215816,,452.7,
-216217,,459.6,
-216475,,495.4,
-216733,,460.5,
-216997,,469.4,
-217266,,488.8,
-217542,,507.6,
-217825,,537.6,
-218114,,476.5,
-218426,,484.0,
-218728,,490.9,
-219038,,488.2,
-219373,,500.7,
-219693,,495.4,
-220034,,503.6,
-220338,,528.2,
-220629,,519.1,
-220979,,542.5,
-221316,,489.2,
-221652,,463.95,
-221918,,504.15,
-222381,,475.8,
-222737,,496.1,
-222950,,515.7,
-223956,,555.9,
-224306,,532.0,
-224587,,547.0,
-224763,,546.8,
-225235,,502.6,
-225582,,504.3,
-225938,,490.5,
-226297,,516.8,
-226642,,489.5,
-226991,,471.4,
-227310,,472.5,
-227470,,464.3,
-227927,,474.3,
-228230,,506.3333333,
-228571,,456.2,-62.22
-228913,,417.3,
-229259,,428.8,
-229454,,431.4,
-229894,,429.3,
-230184,,432.8,
-230483,,440.2,
-230811,,434.2,
-231102,,419.4,
-231377,,429.2,
-231642,,456.8,
-231924,,429.9,
-232199,,425.5,
-232480,,433.4,
-232731,,452.5,
-232987,,519.2333333,
-233128,,461.9,
-233477,,478.2,
-233742,,498.8,
-233969,,508.15,
-234150,,481.15,
-234439,,511.9,
-234661,,518.4,
-234911,,529.3,
-235041,,554.0,
-235158,,543.1,
-235359,,545.1,
-235482,,547.65,
-235815,,539.0,
-235924,,565.0,
-236030,,557.1,
-236158,,553.7,
-236368,,566.0,
-236464,,549.7,
-236690,,549.2,
-236803,,587.6666667,
-236897,,549.0,
-236998,,559.15,
-237098,,564.5,
-237203,,578.6666667,
-237318,,563.8,
-237540,,566.1,
-237624,,577.3333333,
-237711,,562.3,
-237885,,594.15,
-237984,,597.0,
-238076,,591.8,
-238262,,600.7,
-238353,,605.6666667,
-238440,,599.0,
-238628,,609.2,
-238720,,616.0,
-238810,,615.7,
-238987,,610.9,-55.06
-239074,,627.0,
-239153,,622.7,
-239328,,641.3,
-239427,,661.2333333,
-239667,,648.2,
-239739,,667.3333333,
-239804,,653.4,
-239957,,673.4,
-240027,,696.0,
-240096,,680.0,
-240248,,594.3,
-240328,,523.0,
-240406,,539.2,
-240559,,520.9,
-240647,,515.3333333,
-240722,,519.2,
-240882,,525.0,
-240973,,541.8,
-241396,,537.9,
-241488,,557.7,
-241755,,546.1,
-241971,,541.2,
-242204,,528.0,
-242435,,528.2,
-242659,,523.3,-56.91
-242899,,519.0,
-243129,,501.8,
-243272,,503.0,
-243644,,494.0,
-243933,,475.3,
-244242,,485.5,
-244582,,513.1,
-244934,,507.5,
-245122,,544.8,
-245612,,524.7,
-245911,,524.8,
-246088,,539.6,
-246578,,472.8,
-246900,,465.8,
-247229,,408.2,
-247595,,410.0,
-247957,,413.4,
-248311,,408.4,
-248669,,431.8,
-249781,,400.8,
-250206,,395.2,
-250592,,396.2,
-250980,,400.5,
-251351,,398.2,
-251738,,425.85,
-251959,,427.3,
-252492,,420.2,
-252836,,405.2,
-253204,,441.7,
-253597,,422.2,
-254016,,448.1,
-254349,,474.8,
-254743,,466.0,
-255128,,483.4,
-255489,,464.9,
-255671,,450.1,
-256213,,492.7,
-256562,,509.8,
-256941,,495.8,
-257328,,430.25,
-257721,,473.4,
-258066,,451.4,
-258456,,433.5,
-258849,,455.7,
-259206,,451.8,
-259608,,423.5,
-259998,,442.5,
-260386,,480.0,
-260795,,481.5,
-261190,,508.7,
-261511,,461.9,
-261892,,413.7,
-262272,,417.2,
-262645,,398.4,
-263027,,414.5,
-263418,,411.9,
-263843,,422.4,
-264279,,416.6,
-264678,,384.1851554,
-265117,,425.3,
-265566,,413.8,
-266005,,418.1,
-266445,,454.2,
-266897,,423.4,
-267347,,454.2,
-267592,,439.0,
-268251,,460.0,
-268697,,440.9,
-269167,,458.4,
-269656,,453.0,
-269882,,445.3710351,
-270561,,470.2,
-270832,,451.4,
-271552,,482.8,
-271998,,467.4,
-272465,,463.4,
-272933,,475.4,
-273407,,455.2,
-273874,,478.8,
-274320,,503.8,
-274723,,467.3,
-275151,,451.8451914,
-275599,,479.5,
-275845,,465.8,
-276506,,428.4489403,
-276760,,438.4,
-277362,,419.7,
-277817,,463.0,
-278197,,454.8,
-278396,,473.0,
-278942,,461.6,
-279351,,447.9,
-279782,,456.9,
-280171,,468.4,
-280560,,425.1,
-280941,,452.7,
-281303,,471.0,
-281661,,498.6,
-282036,,508.5,
-282415,,464.6,
-282782,,476.5,
-283120,,457.4,
-283481,,469.6,
-283838,,485.8,
-284185,,495.2,
-284545,,500.0,
-284887,,506.5,
-285208,,520.1520464,
-285544,,528.8,
-285877,,513.8,
-286176,,520.9,
-286531,,510.9,
-286883,,532.3,
-287240,,529.9,
-287574,,531.4,
-287901,,546.9,
-288218,,524.0,
-289278,,454.3,
-289683,,458.8,
-290079,,448.1,
-290438,,453.25,
-290817,,444.2,
-291008,,453.6666667,
-291676,,482.4,
-291916,,520.6666667,
-292583,,488.6,
-292844,,500.6666667,
-293508,,552.0,
-293715,,564.3333333,
-294307,,586.6,
-294516,,524.0,
-295109,,487.551686,
-295315,,505.0,
-295995,,466.6379345,
-296235,,490.6666667,
-296942,,518.8,
-297140,,518.0,
-297788,,496.282263,
-298171,,517.5,
-298372,,520.0,
-298970,,459.4,
-299191,,487.3333333,
-299873,,453.2,
-300106,,453.0,
-300667,,456.1942032,
-300898,,462.3333333,
-301482,,466.4,
-301687,,477.0,
-302312,,490.5700242,
-302521,,489.6666667,
-303096,,498.4591306,
-303286,,505.3333333,
-303852,,451.118011,
-304054,,448.6666667,
-304688,,459.3,
-304918,,485.0,
-305605,,458.7,
-305844,,465.6666667,
-306499,,477.8,
-306719,,509.3333333,
-307372,,466.5,
-307610,,460.3333333,
-308246,,460.6317615,
-308482,,492.6666667,
-309077,,469.5,
-309283,,517.0,
-309912,,514.5,
-310100,,516.0,
-310722,,522.2,
-310919,,540.3333333,
-311435,,547.5,
-311600,,568.3333333,
-312159,,552.9,
-312348,,634.0,
-312904,,618.2,
-313094,,606.0,
-313614,,597.7,
-313812,,635.3333333,
-314339,,607.3,
-314522,,515.3333333,
-315077,,464.5628105,
-315280,,458.6666667,
-315850,,444.6,
-316059,,480.0,
-316669,,480.814851,
-316886,,479.0,
-317510,,477.5,
-317714,,480.0,
-318318,,497.7,
-318521,,503.3333333,
-319073,,520.8,
-319264,,528.6666667,
-319781,,519.3,
-319959,,528.3333333,
-320455,,518.5,
-320626,,532.6666667,
-321113,,544.4975689,
-321278,,556.6666667,
-321722,,592.5,
-321862,,568.0,
-322290,,580.2,
-322459,,589.6666667,
-322891,,612.2,
-323046,,617.3333333,
-323467,,626.1,
-323604,,644.3333333,
-323999,,633.2,
-324147,,634.6666667,
-324536,,611.0,
-324673,,634.3333333,
-325076,,644.3,
-325219,,654.0,
-325613,,642.0,
-325750,,662.0,
-326131,,657.4,
-326792,,669.0,
-327229,,635.7,
-327375,,657.6666667,
-327777,,643.0,
-327919,,663.3333333,
-328291,,620.9,
-328430,,637.0,
-328804,,615.3,
-328950,,637.3333333,
-329338,,636.4,
-329475,,649.3333333,
-329832,,672.7,
-330090,,721.3,
-330198,,726.0,
-330506,,738.0,
-330625,,776.3333333,
-330925,,798.2,
-331038,,797.0,
-331333,,599.2,
-331554,,589.8,
-331768,,603.8,
-331888,,607.3333333,
-332193,,631.0,
-332336,,652.0,
-332687,,580.7,
-332827,,597.0,
-333212,,569.6,
-333360,,566.0,
-333798,,537.0,
-333995,,531.0,
-334493,,496.2,
-334702,,504.0,
-335237,,485.8,
-335464,,486.0,
-336150,,452.5,
-336615,,445.0,
-336657,,444.9,
-337172,,464.5,
-337446,,459.6666667,
-338259,,449.3,
-338576,,439.0,
-339541,,395.4,
-339890,,393.6666667,
-340886,,370.4,
-341470,,365.8,
-342161,,374.5,
-342532,,368.0,
-343401,,373.95,
-343728,,389.3333333,
-344658,,391.3,
-345253,,417.0,
-345901,,403.1,
-346222,,421.3333333,
-347095,,459.0,
-347395,,406.6666667,
-348219,,391.8,
-348505,,402.3333333,
-349475,,414.2,
-349809,,403.3333333,
-350695,,397.3,
-351272,,404.8,
-351893,,395.3,
-352586,,405.8,
-353255,,402.9,
-353891,,404.2,
-354553,,420.4,
-355244,,434.6,
-355907,,431.1,
-356624,,416.7,
-357252,,417.6,
-357913,,456.2,
-358562,,415.1,
-359271,,420.2,
-359892,,465.9,
-360490,,432.7,
-361092,,486.5,
-361698,,413.3,
-362318,,448.5,
-362992,,416.2,
-363627,,460.1,
-364256,,415.8,
-364899,,403.1,
-365480,,459.5,
-366124,,421.7,
-366788,,421.8,
-367373,,444.0,
-367967,,517.9,
-368546,,508.2,
-369183,,491.1,
-369812,,501.6,
-370377,,523.4,
-370943,,540.3,
-371516,,451.1,
-372141,,445.2,
-372835,,426.2,
-373500,,425.9,
-374155,,432.9,
-374756,,444.6,
-375379,,442.0,
-377168,,494.1,
-377756,,484.5,
-378306,,547.7,
-378913,,543.7,
-379472,,547.9,
-380005,,600.6,
-380596,,587.4,
-381175,,481.6,
-381763,,536.4,
-382340,,560.9,
-382907,,552.5,
-383501,,577.0,
-384079,,594.1,
-384664,,637.3,
-385227,,531.0,
-385817,,462.7,
-386472,,452.4,
-387165,,471.5,
-387821,,567.8,
-388440,,525.2,
-389024,,505.8,
-389581,,488.4,
-390195,,489.2,
-390715,,498.4,
-391243,,484.9,
-391748,,562.0,
-392245,,549.6,
-392727,,593.5,
-393178,,585.2,
-393604,,602.7,
-394107,,594.0,
-394573,,601.8,
-394964,,590.1,
-395388,,605.0,
-395811,,600.0,
-396224,,612.3,
-396644,,608.3,
-397070,,592.9,
-397465,,580.4,
-397858,,606.5,
-398253,,606.8106312,
-398642,,662.4,
-399028,,628.0,
-399385,,626.9,
-399758,,633.3,
-400139,,646.2,
-400504,,642.0,
-400865,,640.2,
-401229,,653.2,
-401601,,681.2,
-401951,,664.0,
-402304,,674.0,
-402715,,661.3,
-403059,,662.9,
-403418,,659.0,
-403777,,699.9,
-404119,,707.5,
-404503,,672.3345379,
-404873,,691.1,
-405222,,736.0,
-405593,,710.1,
-405958,,681.0,
-406359,,694.6,
-406740,,710.7,
-407115,,714.3,
-407524,,699.4,
-407920,,709.7,
-408357,,713.0,
-408789,,701.2,
-409221,,694.1,
-409661,,700.1,
-410111,,711.5,
-410631,,658.9,
-411117,,656.1,
-411611,,690.3,
-412082,,695.7,
-412625,,676.6,
-413131,,638.4,
-413618,,638.8,
-413835,,619.7,
-414086,,623.1,
-414309,,629.6,
-414621,,633.3,
-415131,,633.7,
-415307,,670.7,
-415618,,646.5,
-415813,,668.2,
-416154,,635.0,
-416366,,657.6,
-416671,,660.4,
-416940,,654.8,
-417415,,665.4,
-417724,,686.6,
-417925,,673.9,
-418290,,695.1,
-418496,,678.2,
-418791,,699.3,-55.09
-419406,,702.7,
-419614,,684.0,
-420031,,688.8,
-420206,,671.8,
-420596,,689.4,
-421069,,660.15,
-421401,,648.6,
-421876,,622.2,
-422265,,598.0,
-422458,,603.5,
-422766,,618.3,
-422934,,605.2,
-423016,,584.1,
-423223,,497.5,
-423278,,502.8,
-423663,,507.7,
-424076,,456.6,
-424446,,462.6,
-424663,,458.7,
-425131,,465.3260844,
-425435,,411.5,
-425900,,417.9,
-426828,,472.3,
-427183,,405.7,
-427838,,382.3,
-428082,,380.1,
-428848,,384.5,
-429244,,393.6,
-429964,,389.2,
-431120,,391.5,
-432151,,380.6,
-433365,,380.6,
-434512,,384.7,
-435708,,394.7,
-436480,,391.5,
-438146,,404.5,
-438720,,400.0,
-439925,,437.5059719,
-441117,,438.6666667,
-441582,,439.0,
-442235,,491.0,
-442632,,427.3333333,
-443273,,408.6666667,
-443811,,452.0,
-444629,,474.3333333,
-444981,,506.3333333,
-445664,,427.3333333,
-446738,,388.6666667,
-447962,,381.0,
-449151,,383.7,
-450249,,402.6666667,
-451474,,426.3333333,
-451942,,486.0,
-452735,,467.6666667,
-453290,,434.0,
-454060,,412.4,
-455474,,408.3333333,
-456941,,398.0,
-458209,,408.6666667,
-458767,,424.3333333,
-459597,,521.4,
-460139,,463.0,
-460896,,491.3333333,
-462299,,447.6666667,
-463719,,442.0,
-465120,,490.9,
-465727,,491.3333333,
-466429,,429.6666667,
-467473,,442.6666667,
-468522,,482.3333333,
-469662,,481.8,
-470675,,440.0,
-471723,,456.0,
-472781,,474.6666667,
-473833,,504.1,
-474821,,517.0,
-475725,,528.0,
-476752,,496.0,
-477759,,531.1,
-478134,,503.6666667,
-478687,,491.6666667,
-479602,,504.3333333,
-480457,,506.6666667,
-481326,,516.4,
-482155,,543.6666667,
-482970,,543.0,
-483767,,568.6666667,
-484505,,582.6,
-485269,,583.3333333,
-485982,,615.3333333,
-486693,,624.0,
-487433,,587.5,
-488164,,558.3333333,
-488880,,584.0,
-489656,,534.3333333,
-490438,,500.5,
-491212,,500.0,
-491993,,517.0,
-492788,,495.6666667,
-493563,,514.3,
-494322,,521.6666667,
-495059,,516.3333333,
-495823,,506.0,
-496576,,509.1,
-497326,,499.3333333,
-498068,,495.6666667,
-498826,,511.6666667,
-499620,,521.9,
-500298,,517.3333333,
-501088,,515.3333333,
-501854,,549.0,
-502529,,566.4,
-503205,,524.0,
-503998,,579.3333333,
-504741,,601.3333333,
-505449,,573.2,
-506165,,582.0,
-506956,,556.6666667,
-507714,,533.3333333,
-508491,,519.6,
-509239,,495.0,
-509975,,487.0,
-510716,,486.0,
-511447,,488.3,
-512168,,496.3333333,
-512855,,507.0,
-513544,,519.3333333,
-513807,,482.6666667,
-514178,,477.4,
-514453,,501.3333333,
-514821,,508.0,
-515467,,507.3333333,
-516095,,512.3333333,
-516721,,499.1,
-518647,,524.0,
-519310,,521.9,
-519954,,535.0,
-520639,,516.0,
-521366,,533.6666667,
-522127,,517.8,
-522872,,533.6666667,
-523635,,538.0,
-524364,,541.0,
-525140,,528.9,
-525928,,518.3333333,
-526243,,519.6666667,
-526750,,463.6666667,
-527623,,440.6666667,
-528618,,449.8,
-529680,,420.3333333,
-530766,,422.3333333,
-531900,,458.0,
-532968,,449.4,
-534187,,490.3333333,
-535287,,496.6666667,
-535778,,467.3333333,
-536460,,448.0,
-536984,,415.3333333,
-537668,,399.6,
-538845,,391.0,
-540029,,408.0,
-541241,,404.6666667,
-542398,,426.5,
-543499,,418.3333333,
-544707,,408.6666667,
-545583,,390.0,
-546586,,433.5,
-547504,,456.3333333,
-548353,,472.0,
-549146,,477.3333333,
-549988,,490.8,
-550369,,443.0,
-550729,,431.3333333,
-551369,,471.3333333,
-552016,,500.6666667,
-552629,,519.4,
-553172,,557.3333333,
-553664,,577.6666667,
-554168,,575.3333333,
-554777,,530.6666667,
-555222,,495.6666667,
-555723,,442.6666667,
-556227,,442.6666667,
-556745,,467.9,
-557289,,492.3333333,
-557811,,501.3333333,
-558291,,515.6666667,
-558500,,510.6666667,
-558972,,464.3333333,
-559452,,483.6666667,
-559692,,486.0,
-560137,,497.0,
-560549,,494.6,
-560968,,532.3333333,
-561393,,528.6666667,
-561780,,554.0,
-562184,,549.5,
-562571,,579.0,
-562958,,581.3333333,
-563335,,589.3333333,
-563734,,576.5,
-564107,,627.0,
-564501,,618.0,
-564888,,626.0,
-565268,,620.0,
-565642,,603.3333333,
-566037,,615.0,
-566429,,613.0,
-566820,,588.5,
-567208,,590.0,
-567598,,589.0,
-567997,,587.6666667,
-568418,,579.8,
-568816,,597.0,
-569228,,594.0,
-569652,,610.3333333,
-570050,,603.8,
-570475,,614.0,
-570899,,612.0,
-571311,,613.3333333,
-571749,,598.4,
-572197,,619.5,
-572646,,605.0,
-573097,,600.0,
-573572,,580.5,
-574039,,589.3333333,
-574552,,584.0,
-575051,,596.6666667,
-575582,,578.9,
-576100,,602.0,
-576641,,601.6666667,
-577199,,618.3333333,
-577787,,608.7,
-578004,,520.6666667,
-578373,,505.0,
-579114,,484.3333333,
-580024,,488.3333333,
-580955,,482.4,
-584416,,470.3333333,
-585595,,451.2,
-586664,,468.0,
-587885,,480.3333333,
-588430,,428.3333333,
-590203,,483.0,
-591387,,509.6666667,
-592512,,538.6666667,
-593158,,463.0,
-593950,,448.3333333,
-595323,,465.0,
-595983,,495.6666667,
-596845,,544.0,
-598280,,534.3333333,
-599695,,542.3333333,
-601116,,525.9,
-602511,,503.0,
-603906,,532.6666667,
-605204,,537.6666667,
-606475,,577.9,
-606941,,576.6666667,
-607636,,582.6666667,
-608838,,592.6666667,
-610005,,619.6666667,
-611220,,600.7,
-612402,,620.3333333,
-613630,,617.0,
-615003,,611.0,
-616396,,603.8,
-617730,,602.3333333,
-619097,,609.3333333,
-619746,,626.6666667,
-620626,,660.6666667,
-621230,,618.3333333,
-622066,,571.7,
-622646,,572.6666667,
-623521,,478.3333333,
-624069,,474.0,
-625076,,386.3333333,
-627140,,355.6666667,
-629795,,376.4,
-632346,,360.6666667,
-634926,,373.3333333,
-637648,,373.0,
-640488,,369.4,
-641233,,386.3333333,
-642524,,428.6666667,
-644705,,428.6666667,
-646941,,425.6666667,
-648727,,414.4,
-650704,,409.0,
-652530,,396.6666667,
-654141,,414.0,
-654857,,398.3333333,
-655794,,343.5,
-657454,,359.25,
-659084,,401.6666667,
-660574,,384.3333333,
-662083,,413.6,
-664267,,376.0,
-665029,,374.3333333,
-665639,,364.5,
-666375,,385.0,
-666842,,390.2,
-667679,,396.3,
-668964,,489.3333333,
-669049,,483.0,
-669275,,439.3,
-669973,,462.3333333,
-670381,,471.1,
-671112,,529.0,
-671487,,512.45,
-672163,,562.4,
-672458,,564.0,
-673159,,554.3333333,
-673589,,551.48,
-674206,,536.0,
-674597,,454.6,
-675022,,466.0,
-675341,,463.5,
-675913,,491.1,
-676236,,495.4,
-676882,,494.0,
-677148,,500.3333333,
-677246,,543.9,
-678160,,445.7,
-678606,,465.6666667,
-678896,,489.5,
-679466,,481.5,
-679822,,485.6,
-680439,,505.3333333,
-680702,,523.0,
-680776,,543.06,
-681309,,494.0,
-681617,,498.1,
-682104,,498.6666667,
-682435,,504.3,
-682911,,519.6,
-683749,,507.6666667,
-683975,,513.7,
-684441,,521.0,
-684737,,522.5,
-685473,,537.6,
-685935,,529.3,
-686203,,527.3,
-686634,,537.6666667,
-686898,,541.5,
-687345,,556.6666667,
-687608,,540.0,
-688033,,555.3333333,
-688329,,548.9,
-688756,,561.0,
-689416,,584.3333333,
-689672,,567.6,
-690085,,570.3333333,
-690352,,557.4,
-690749,,595.5,
-691006,,601.5,
-691416,,590.1,
-692055,,615.0,
-692313,,629.0,
-692699,,638.6666667,
-692955,,635.3,
-693349,,652.0,
-693621,,631.7,
-694030,,647.2,
-694279,,642.9,
-694692,,644.6666667,
-694967,,623.8,
-695657,,603.7,
-696096,,604.6666667,
-696323,,588.0,
-697181,,604.3333333,
-697606,,594.0,
-697921,,565.774,
-698395,,581.0,
-698715,,578.4,
-699253,,594.6666667,
-699581,,570.8,
-700101,,584.3333333,
-700513,,593.9,
-700968,,605.3333333,
-701377,,582.0,
-701925,,593.3333333,
-702258,,588.0,
-702911,,602.3333333,
-703387,,584.6,
-704026,,610.3333333,
-704452,,610.3333333,
-705202,,519.3,
-705648,,504.5,
-706419,,512.3,
-706903,,520.5,
-707680,,611.3333333,
-707808,,567.7,
-708191,,556.3,
-709001,,591.0,
-709618,,573.2,
-710414,,587.6666667,
-711060,,596.8,
-711787,,593.0,
-712239,,577.0,
-713164,,570.0,
-713700,,531.3,
-714513,,434.6666667,
-715244,,398.8,
-716013,,402.6666667,
-716685,,391.7,
-717691,,407.6666667,
-718582,,401.1,
-719307,,491.3333333,
-719971,,514.7,
-721021,,566.3333333,
-721737,,559.6,
-722423,,581.0,
-722970,,478.45,
-723918,,561.0,
-724544,,504.3,
-725230,,540.6666667,
-725757,,530.8,
-726502,,559.0,
-726923,,530.3333333,
-727804,,551.0,
-728293,,544.6,
-729076,,538.0,
-729491,,511.7,
-730196,,537.3333333,
-730511,,520.5,
-731209,,525.3333333,
-731697,,529.5,
-732244,,519.3333333,
-732638,,519.9,
-733151,,531.3333333,
-733574,,517.6,
-734106,,541.0,
-734462,,545.9,
-734972,,561.0,
-735335,,541.9,
-735872,,507.6666667,
-736179,,423.0,
-736868,,407.3333333,
-737323,,408.3,
-737859,,403.0,
-738261,,410.6,
-738917,,414.0,-62.74
